,Username,Date,Score,Review
271,Scout Tafoya,,4.5,"169/200  It's a mini-series (the first ever animated mini-series, I heard someone say? Can't prove that but that's fucking cool) so I'm claiming it. If Mildred Pierce counts and it does, so does this.   Staggeringly beautiful, an absolutely perfect inhabiting of Americana, folklore, storybook logic and American classical music. One of the most lovingly crafted animated worlds ever. McHale had already flashed his bonafides like a badge on Adventure Time and Misadventures of Flapjack, but this is pretty next level.…"
272,Max,,4.5,"“Ain’t that just the way.”  It may not be autumn but Over the Garden Wall still gave me all the feels. It’s heartwarming, enchanting and cute while also being eerie and just flat out real. And the musical elements were just pure bliss! I wish I had watched this when I was younger.  I didn’t know Cartoon Network had something like this in them!"
273,Logan,,5.0,"Literally the most wholesome yet terrifying thing ever. It just has such a fun wholesome vibe, just two brothers going on a magical fall adventure through the woods. All the characters they meet are interesting and the little adventures are all perfect.  Just the soundtrack, the vibes, the story, it's literally perfect I love it all so much 🥺"
274,mariel💫,,5.0,"thanks to this show I always quote, “we’re rich! we’re turtle rich!”"
275,Eliza,,4.5,"God, the tone this has is unlike anything I've ever seen before. It's such a spooky atmosphere yet it's also so sweet and tender and charming. There's so much that would be scary but it makes the scary things comforting and the things that would normally be comforting become scary. It's so strange, but absolutely beautiful. Please watch this if you haven't. It's perfect for October."
276,Brianna,,5.0,into the unknown
277,⋆˙⟡♡₊˚⊹. liv .⊹˚₊♡⟡˙⋆,,5.0,this is like my 3rd rewatch this year (i am not ok) and i’m just getting started bc it’s fall baby. anyways i have even more emojis this time around!  🎃🍁🫖🐸🪰🐦🪺🕊️🐶🐢💀🌽🦴🥔🦍🐿️👩🏼‍❤️‍👨🏻💕👻🖼️🐴👼🏻☁️🧙🏻‍♀️🐘🐷🐭🐮🌬️🍯🌳🔥🎣🐟⛴️🎺🎷🥁☕️❄️✂️📼🫎🪓🎩🕯️🪵🧿🧿🤡
278,olivia 🩵✨,,4.5,nothin says the first day of ✨🍂🍁☕️🎃🌬𝒶𝓊𝓉𝓊𝓂𝓃🌬🎃☕️🍁🍂✨ like watching over the garden wall when it was literally 95° here in california today
279,Jaxi,,5.0,de wittle animals
280,Idkwhatimdoing,,4.0,"Man, I miss the 2010's Cartoon Network so much!"
281,theburkenation,,5.0,"""I want to steal.""  Absolutely incredible. Maybe perfect! I loved this. An amazing tale of brotherhood and friendship and love and redemption and adventure. I can't believe I hadn't seen this sooner."
282,cait,,5.0,"oh this is so, so wonderful. my heart is SOARING right now. each episode is delightful and makes you so happy you can’t help but watch them all in one go. can’t wait to have kids just so i can dress them up as wirt and gregory for halloween (frog included) 🐸"
283,Jaewoo,,4.5,"Although I enjoyed it a lot the first time, I didn’t really understand why so many people considered Over the Garden Wall to be a masterpiece. I thought that the final two episodes were very well done, but some of the earlier ones definitely felt somewhat unremarkable. And with only ten of them in the show, they all count for something.   But this time, it really clicked. I get it now.   I’m still not ready to call this one of…"
284,Chad MacIntosh,,4.5,Sincerest apologies to myself for having gone the full seven plus years since it's initial release without ever watching this or having even heard of it until just now.    🔢: 2014 Films Ranked
285,Zach,,5.0,"It’s literally been less than a week but I will not apologize for revisiting this.  I went into it in my last review but I still cannot describe how incredible this series is. It’s rare to find something that just completely melts away any worries or anxieties I have on my mind, but this certainly accomplishes it. I think the only other movie to have this effect on me is The Muppet Movie and if you know me, you know…"
286,Emma Chantiri 🦦🕸️,,5.0,"Sometimes something comes along that just magically assembles itself, everything feels like a perfect piece of the puzzle coalescing into something majestic and beautiful. To call this show a masterpiece is selling it too short, this a spirtual gutteral experience that never lets go for the whole runtime. Surprisingly my favourite chapter is nine which is the best summary of the mini series themes with Greg's absolutely delightful journey to Dreamland. One of those pieces of media where even it's flaws feel apart of it's design, bravo!"
287,James Betsalel,,4.0,"For fans of Misadventures of Flapjack and Adventure Time, this walks the line of cute and creepy establishing itself as a whimsical contemporary folk tale. It's deeper than appears at first look mirrored by the simple character designs and detailed backgrounds. Impressive world-building, catchy songs, and cooky characters with some big-name voice actors what lies in these woods will likely bring me back for another watch in the near future.   Would recommend."
288,ani,,5.0,Makes you want to be a better person so as to not disappoint this thing's beautiful idea of what being human means. I still can't stop crying. Easily belongs in any conversation of greatest animated films/TV Shows of all time.
289,Noris Xhelepi,,4.0,This show is amazing.   ''Rock Fact''
290,gillianb,,5.0,"“A"" is for the apple that he gave to me,  But I found a worm inside.  ""B"" is for beloved that I call to him before he left my side.  And “C”, see what he did, that’s “D”,  Did it to poor ol’ me.  How could I be such an “E”motional fool? (""F"").  ""G"" is for the gentlemen I thought he was  When he first said hi,  ""H"" ""I"".  ""J"" is for the joker that is Jimmy B., the man…"
291,Dawson,,4.5,*quintessential* fall viewing
292,henrique,,5.0,"Halloween is my favourite day of the year. The kids running in the streets smiling at their bags full of candy makes me so happy for some mysterious reason. It’s the most magical moment of the year for me because it’s not just about the scary stuff, it’s also about how Fall just magically starts all over again and lets everyone enjoy their candy while seeing the trees falling from the trees on top of the carved pumpkins.   Two years…"
293,Filmzeugs,,4.0,"It’s not perfect, but some things are not meant to be perfect. Some things are meant to be charming. For kids. For adults. For every single one who just wants to be charmed."
294,Emma Chantiri 🦦🕸️,,5.0,Can't believe they made a show secretly about how children find it difficult and hard to find purpose in life amongst the cold sobering haunted feelings of humanities follies and our lies are beautiful because they aren't lies at all they live out in the woods taking refuge I think they will always be there I need to count on something. Also the people who don't like the Greg heaven sequence won't see heaven (Schooltown Follies might be the best segment I don't know! Picking one is next to impossible swear to god)
295,lola ☾,,5.0,"just so absurd and cozy!!  everything is so pleasant and bewitching as a painting, I can’t say enough how it looks like something we may have dreamed, but strangely we are unable to remember if we actually had this dream or if we made it all up in our mind  📼🍂🫖🥔🎃  here's a little autumn poem that I love:   ""Fall, leaves, fall; die, flowers, away;  Lengthen night and shorten day; Every leaf speaks bliss to me  Fluttering from the autumn…"
296,"Sam ""the kaguya guy"" 🍉",,5.0,"Decided to rewatch this and it sort of became one of my all time favorites. Debating putting this on my favorites list but not sure because it’s a show. But it is feature length. Anyways, the best way to describe this is the American spirited away. I want to say more but I don’t wanna spoil the experience at all for those of you who haven’t seen it."
297,sophie kempenaar,,5.0,"i think art can be perfect.   i know, it seems kinda wild to say. i mean, you hear people preface discussions of their favorite movies with “well, no film is perfect of course, but…” all the time. but my definition of perfection here is mostly self-referential; i’m not referring to any kind of platonic ideal. i just believe that if a work fully accomplishes all of its artistic goals and is also somehow singular in its execution—if there cannot exist…"
298,Holli,,4.5,Coziness off the charts <3
299,Ethan ☀️,,5.0,this show is so sweet and cozy and embodies everything great about fall and then you’ve just got one of the scariest episodes of children television ever sandwiched in the middle just to keep you on your toes.
300,🇵🇱 Steve G 🇵🇸,,4.5,"Steve's Priority Watchlist Project  There are numerous amazing things about Over the Garden Wall but that it works both as episodic TV and as a full length feature experience might be its most impressive trick.  I kept a watch on how the episodes would connect if they were watched uninterrupted by the credits at the beginning and ending of them. As a film, this would work perfectly. As a TV series, it also worked perfectly. Whether or not they meant…"
301,woahy,,5.0,I’ll definitely be revisiting this very frequently
302,Niko Ramses,,4.0,"I don’t think that words will ever capture the beauty of Over the Garden Wall, a series that feels just as timeless as it is modern, and it's not like everyone hasn't raved about this series to death already, but I’ll try my best to do it justice.  The atmosphere radiates a nostalgic and familiar aura. I don’t know if that was achieved in part by casting actors like Elijah Wood, Christopher Lloyd, and John Cleese, whose voices create a…"
303,zay,,5.0,got to take my yearly tradition and watch this with my friends for the first time and I’ve never been happier 🥰❤️
304,Leonora Anne Mint,,5.0,"The ultimate work of autumnal coziness and joy, and also a profound meditation on how to live life."
305,The Spork Guy,,5.0,"""If Dreams Can't Come True, Then Why Not Pretend?""  I rarely see an animation that I'm this sad to finish. The fact that it was just a mini series spanning 10 short episodes proves just how masterful the writing of this show was. A brief chronicle of a journey through a far-off land called, ""The Unknown"" is presented in the form of a children's adventure tale. In this short epic, two young brothers traverse both physical and moral obstacles, all…"
306,Ted,,5.0,"“Ain't that just the way...”  Over the Garden Wall is a very unique show that perfectly captures the once-a-year feeling of Halloween (or autumn in general).  Two brothers, Wirt and Greg, get lost in a magical forest and have to find their way home.  It’s such an innocent and sweet show, filled to the brim with lighthearted moments and hilarious jokes that kept me laughing hours after watching. The setting of the woods and old villages feel very cozy and…"
307,Ian Kemper,,5.0,"Crisp autumnal fields, lamp lit forests of craggy branched trees, and cozy cabins with warm fireplace glow. Wirt and Gregory's homebound adventure can be whimsical and harrowing and a touch melancholy, with an aesthetic rich and wonderous, but simple as well. There's nothing better to set the mood for the start of the Halloween season than Over the Garden Wall.  Ian and Lailas Halloween Watchathon 2023"
308,Tanner,,4.0,"I’ll be honest in saying this wasn’t exactly clicking for me until around episode 8. It’s very cute up until then but for how much praise I’d seen heaped upon it, I was expecting something more profound. Then it all clicks into place and I really understood why people rewatch this every year.   That mournful quality, the humor that at first seems to pull from that mood and later is essential to balancing out the entire story. Life and death…"
309,Noah,,5.0,I OWN THIS ON VHS NOW THIS IS SO COOL
310,kath,,Unrated,For potatoes and molasses.  watching this with a balsam fir candle burning and tiny pumpkins on the coffee table; this can make you feel whole again and that's a rock fact
311,TheCultureShocker,,5.0,Can't believe I used to not like the ending. I would have adored this as a kid as much as I do now.   Feels right watching this right around Thanksgiving/Halloween. The oranges and browns come out so well in the animation and the characters are all extremely memorable. Love it.
312,NothingRevealed,,5.0,This described all the phases of my life so far so accurately.
313,maddy 🧚‍♀️,,3.5,"Film Club Secret Cinema (Round 10): Alternative   This took me a little while to get into, I thought a few episodes were a little too ‘kiddy’ for me, but the last half really picked up and got darker, more surreal, and funnier which was a bonus. I loved the animation style, and it gave me cozy autumn/winter vibes despite it being the end of summer here. The last two episodes really tugged on the heartstrings too. I thought this was really cute overall."
314,funderburker,,5.0,"Ya desvarié acerca de ella en el blog, pero no hace falta ni leerme, simplemente verla y regresar a la infancia durante hora y tres cuartos. Una infancia quizá más mágica de lo que realmente fue, y también más retorcida y enfermiza. Pero una infancia tremendamente reconocible al fin y al cabo.  Es perfecta. De principio a fin. And that's a rock fact."
315,Arnav,,5.0,"“Ain't that just the way?”   Over The Garden Wall is, to simply put, a television masterclass. I don't necessarily throw this word around a lot, but this show is perfect. I literally cannot find a single aspect about this show that I'd change. The music is spot on, special and fits the entire show so well. The opening music has these unimaginable vibes that keep the tone throughout and genuinely have an indescribable feeling when listening to it. The visuals…"
316,hunter,,5.0,it's fall & i'm watching this all with my friends. heart is full!
317,veazey,,5.0,"there’s something 4 everybody in this, and I think this time around I was particularly struck by the woodsman, who accepted an overwhelming loss despite being told he would return to an empty house.   in the midst of my sadness, I have always found it most comforting to be kind and help others. this show is a reminder that gentleness is a virtue, and its always okay to move at your own pace.   🪵🍂🌰 🐦🍁🥧  one of the greatest creations ever"
318,kelci 🌸,,5.0,over the garden wall                    succession                                           🤝                             having best characters                                    named greg
319,Kenneth,,4.5,Ok yes I did sob over the frog steamboat things happen
320,Tay,,4.0,"oh, thank god someone compared this to Professor Layton: i knew the art style/writing reminded me of something, and that's exactly it. man i used to love PL's puzzles  but this was such a pleasant surprise?? i remember when this first came out, everyone in school watched it. for some reason i never got around to it, and then i forgot about it. i wish i'd watched it sooner, but oh well. this is full of so much heart and…"
321,wedy,,4.5,Episode 7 is my favorite I think.
322,lanie,,5.0,Watched this with my friends. Probably gonna have to make them rewatch because they were making dinner and didn’t fully get immersed. Except evan he was singing the songs. The dinner was sooo good.
323,zac.blonded,,5.0,Im so jealous of you stupid AMERICANS being able to watch this when outside looks so spooky and orange and brown
324,𝙊𝙯𝙖𝙣𝙤,,Unrated,"""Over the Garden Wall"" is an animated mini-series that is just perfect for the best season of the year. It's set in a mysterious, dark forest known as ""The Unknown."" Its autumnal, Halloween-esque ambiance, complete with falling leaves, spooky woods, and strange creatures, provides a perfect backdrop for the season. The show's visuals create an eerie and immersive atmosphere that aligns with the Halloween aesthetic. Not only the visuals provide an immersive experience, the story also offers enigmatic plotlines for the audience to decipher, making it an engaging and thought-provoking experience."
325,rionnag,,2.0,"❝we are but wayward leaves, scattered to the air by an indifferent world.❞"
326,grumweld,,5.0,shoulda never smoked that shit now i'm at the mental representation of the crossroads between life and death
327,Miguel Araiza,,4.5,me encantó ❤️
328,Albert Luís O. Bezerra,,4.0,O Greg é a melhor coisa dessa animação.  Jason Funderburker.  Fatos concretos.  Entrar no desconhecido nunca foi tão legal.
329,BenGrayeyard,,5.0,"My 8 year old son absolutely loved this, and I did too. The 11 minute episodes were so delightfully paced, and they culminated nicely.  Elijah Wood is my new favorite actor. He always plays weird fun characters. His little brother in Over The Garden Wall is played by a child actor, and he’s so much fun. In episode 3 he sings a song called Potatoes and Molasses, and it’s really funny!"
330,Cressa Maeve Áine,,5.0,Greg is the single greatest character to have ever existed in any form of media since the dawn of storytelling. I would teach an entire college level course on Greg.
331,genevieve🍂🍯,,4.5,GREGORY IS SO PRECIOUS AWWWW
332,malik,,5.0,so sweet
333,vic,,5.0,going to have potatoes and molasses stuck in my head for the next week   Watchlist Challenge
334,Lochlan Ashton,,4.5,Really enjoyed this don’t know why I have put it off so long. The world felt fresh and the character I loved. Made me laugh and really like the story telling the story.  Definitely be rewatching and I can’t wait.
335,Clobby,,4.0,My little brother wasn't scared of Lorna turning into a man-eating monster. My little brother wasn't scared of The Beast. But he was TERRIFIED of Greg turning into an Edelwood tree.  I love him. :)
336,Terence Ang 洪偉凱,,4.0,🐸 Greg is the cutest and purest elephant I've ever seen and that is a rock fact! 🐸
337,Brett Schutt,,5.0,"*me watching this for the first time in 2015*- ""man, I relate so much to Wirt.""  *me watching this for the tenth time in 2020*- ""Shoot, maybe I am Wirt?"""
338,lauren,,5.0,would lay my life on the line for greg.   this was so sweet and funny and quite frankly warmed my soul. much needed <3
339,「𝙑𝙞𝙘𝙠」,,5.0,"If you’re not starting out Halloween watching this gem then you’re doing Halloween wrong, periodtt!"
340,Jeffrey Overstreet,,4.5,"""What a wonderful harvest. Are you sure you want to leave? Oh, well... you'll join us someday.""  It's becoming an October ritual: Introduce somebody new to the perfect autumnal enchantment. Add another name to the list of those who have fallen under Patrick McHale's enchantment and will carry this story, these characters, these songs in their heart like a secret.  The voice cast is such an unlikely gallery. Elijah Wood, Melanie Lynskey, and youngster Collin Dean are great as our…"
341,zach :b,,5.0,"“Aw geez, the leaves are even growing inside of him.”  “No. I was just eating leaves.”  If this ain’t the most heartwarming, comforting and genuinely adorable piece of media I have ever seen.. then I do not know what is."
342,Teddy,,4.5,"Sorry, all! School just ain't slowing down anytime soon. Further meaning that I haven't been able to watch anything or really do anything that I would normally.  However, I am working on The Social Network video essay per your request and it's going to be good, so hold tight.  I'm going to keep this review pretty tame and short because of just how ambitious this piece of work is; in no way could I do it justice with my comprehension…"
343,AFilmGuy,,5.0,Maybe the best thing ever.
344,gabs ꩜,,5.0,it’s smokey outside and i’m pretending it’s fall
345,Ken B,,4.0,Okay yep that was really good. And obviously I watched it like a movie. Beautifully animated. Full of heart and humour. I laughed continuously. I might have to own this and make it a Halloween staple.
346,ethanjame,,4.5,"nothing will ever live up to a childhood autumn. i remember the first time i witnessed the seasons changing before my very eyes, the leafs turning from a green light colour to colours which matched my bright red hair, watching the sun go from bright yellow to slow orange. the nights coming in thicker and the days feeling lighter and less intense. it felt like a revival, i always hated summer, but i loved autummn. for days i would walk…"
347,Izabela,,5.0,"Cute ,funny,spooky,eerie felt like a cozy autumn night."
348,Liam Fitzgibbon,,4.5,Lowkey depressed about finishing this because now I'll never get to watch it for the first time again. Pure magic. The coziest thing I've ever seen.
349,Mister Cap,,4.0,"Diese kleine Serie (10 Folgen zu jeweils ca. 11 Minuten) ist wirklich ein Kunstwerk und vereint auf einzigartige Art und Weise Comedy, Spaß, Drama und Horror. Ja, sogar Horrorelement findet man hier, da die Serie die Prämisse etabliert dass sich selbst in der scheinbar harmlosesten Situation, ein schreckliches Geheimnis verbergen könnte.   Diese Miniserie - alles in allem ist sie nicht länger als ein Spielfilm - beweist auch eindrucksvoll, dass es keine lange, zähe Zeichentrickserie braucht, die über mehrere Staffeln läuft,…"
350,🦇🕷cecilie🕷🦇,,5.0,"the perfect thing to put on in the background while cleaning your room and contemplating your life <3 wirt is totally my emotional support character.  also, normalize seeing this not only during fall"
351,Griffin Schiller,,4.5,If fall was a movie (mini-series)...it would be Over the Garden Wall. What a delight!
352,Aelwyd,,4.5,"OTGW is a charming, fantastical adventure between two brothers travelling to visit Adelaide and to discover purpose and meaning along the way; might it be a place where music is always playing, love is in the air and unlikely friendships form.   If you're looking for a quaint and wholesome film to cozy up to this fall, look no further!"
353,Brahski,,5.0,"No giving up now, old man! It's got to be a ghost!   But how can you be so certain?  Because I really, really want to see a ghost. Really bad."
354,Max Coombes,,5.0,"""Led through the mist, By the milk-light of moon, All that was lost, is revealed""  What have we lost, and how is it going to be revealed? If it's something we once had, then it must be something we're familiar with, surely? What will it mean when we find it again? Nostalgia in politics speaks to something being lost, and appeals to our desire to return to some home that never was. It is tempting to shut it out given…"
355,Jordan Smith,,Unrated,"Now that I've rewatched it a year later, Over the Garden Wall is one of my favorite pieces of animation from this decade, if not my flat-out favorite. I love that it progresses from the zany, continuity-averse nature of cartoons into something heartbreaking and grounded. The swampy, autumnal aesthetic is gorgeous as well and makes it a perfect Halloween/Thanksgiving tradition."
356,Wyatt Fair,,5.0,one of those amazing things…happy halloween
357,⠀ ೀ ⠀ hazel r. ⠀ ⠀,,5.0,ITS FINALLY OTGW SEASON
358,Daniel Johnson,,Unrated,So unfathomably sweet. This is not of this Earth. We do not deserve this. It is too nice.
359,leeann,,5.0,better than tarantino and nolan’s entire filmography combined
